Algoritmo,Condição,Tamanho do vetor,Tempo de execução (microsec),Tempo de execução (sec),Comparações realizadas,Trocas realizadas
Selection Sort,ordem-decrescente,9000,86280,0,40495500,4965
Selection Sort,ordem-decrescente,9010,86794,0,40585545,4975
Selection Sort,ordem-decrescente,9020,86365,1,40675690,4976
Selection Sort,ordem-decrescente,9030,85889,0,40765935,4988
Selection Sort,ordem-decrescente,9040,87248,0,40856280,5000
Selection Sort,ordem-decrescente,9050,88011,0,40946725,5002
Selection Sort,ordem-decrescente,9060,86924,0,41037270,5008
Selection Sort,ordem-decrescente,9070,87896,1,41127915,5017
Selection Sort,ordem-decrescente,9080,86965,0,41218660,5019
Selection Sort,ordem-decrescente,9090,87872,0,41309505,5018
Selection Sort,ordem-decrescente,9100,86967,0,41400450,5025
Selection Sort,ordem-decrescente,9110,86750,0,41491495,5036
Selection Sort,ordem-decrescente,9120,87606,1,41582640,5041
Selection Sort,ordem-decrescente,9130,90173,0,41673885,5042
Selection Sort,ordem-decrescente,9140,87525,0,41765230,5055
Selection Sort,ordem-decrescente,9150,87788,0,41856675,5066
Selection Sort,ordem-decrescente,9160,88579,0,41948220,5067
Selection Sort,ordem-decrescente,9170,88357,0,42039865,5055
Selection Sort,ordem-decrescente,9180,91937,0,42131610,5065
Selection Sort,ordem-decrescente,9190,88367,0,42223455,5084
Selection Sort,ordem-decrescente,9200,90317,0,42315400,5083
Selection Sort,ordem-decrescente,9210,89305,0,42407445,5082
Selection Sort,ordem-decrescente,9220,91299,0,42499590,5096
Selection Sort,ordem-decrescente,9230,90093,0,42591835,5105
Selection Sort,ordem-decrescente,9240,90122,0,42684180,5113
Selection Sort,ordem-decrescente,9250,90135,0,42776625,5120
Selection Sort,ordem-decrescente,9260,90930,0,42869170,5112
Selection Sort,ordem-decrescente,9270,90577,0,42961815,5131
Selection Sort,ordem-decrescente,9280,91570,0,43054560,5137
Selection Sort,ordem-decrescente,9290,93105,0,43147405,5137
Selection Sort,ordem-decrescente,9300,91333,0,43240350,5142
Selection Sort,ordem-decrescente,9310,91548,1,43333395,5139
Selection Sort,ordem-decrescente,9320,91228,0,43426540,5148
Selection Sort,ordem-decrescente,9330,92262,0,43519785,5159
Selection Sort,ordem-decrescente,9340,92118,0,43613130,5160
Selection Sort,ordem-decrescente,9350,94452,0,43706575,5170
Selection Sort,ordem-decrescente,9360,94813,0,43800120,5180
Selection Sort,ordem-decrescente,9370,92869,0,43893765,5197
Selection Sort,ordem-decrescente,9380,94175,0,43987510,5183
Selection Sort,ordem-decrescente,9390,93109,0,44081355,5198
Selection Sort,ordem-decrescente,9400,92339,0,44175300,5192
Selection Sort,ordem-decrescente,9410,94055,0,44269345,5210
Selection Sort,ordem-decrescente,9420,95723,0,44363490,5208
Selection Sort,ordem-decrescente,9430,94840,0,44457735,5213
Selection Sort,ordem-decrescente,9440,94916,0,44552080,5227
Selection Sort,ordem-decrescente,9450,97057,1,44646525,5225
Selection Sort,ordem-decrescente,9460,94400,0,44741070,5237
Selection Sort,ordem-decrescente,9470,102038,0,44835715,5244
Selection Sort,ordem-decrescente,9480,96886,0,44930460,5235
Selection Sort,ordem-decrescente,9490,98950,0,45025305,5252
Selection Sort,ordem-decrescente,9500,94740,0,45120250,5262
Selection Sort,ordem-decrescente,9510,96564,0,45215295,5263
Selection Sort,ordem-decrescente,9520,98377,0,45310440,5270
Selection Sort,ordem-decrescente,9530,96949,0,45405685,5283
Selection Sort,ordem-decrescente,9540,103331,1,45501030,5289
Selection Sort,ordem-decrescente,9550,101965,0,45596475,5288
Selection Sort,ordem-decrescente,9560,110805,0,45692020,5308
Selection Sort,ordem-decrescente,9570,100076,0,45787665,5312
Selection Sort,ordem-decrescente,9580,100047,1,45883410,5312
Selection Sort,ordem-decrescente,9590,99976,0,45979255,5319
Selection Sort,ordem-decrescente,9600,100675,0,46075200,5322
